# LAMMPS data file written by OVITO Basic 3.5.3
99840 atoms
1 atom types
-50.247 50.247 xlo xhi
-51.2831 47.1805 ylo yhi
-55.11929 58.0202 zlo zhi

Masses

1 56.54

Atoms  # atomic

1	1	-48.99083267	-49.23181215	-23.9333519
2	1	-46.47848228	-49.23181215	-23.9333519
3	1	-43.96613189	-49.23181215	-23.9333519
4	1	-41.45378149	-49.23181215	-23.9333519
5	1	-38.9414311	-49.23181215	-23.9333519
6	1	-47.73465748	-49.23181215	-26.10911117
7	1	-48.99083267	-49.23181215	-28.28487043
8	1	-46.47848228	-49.23181215	-28.28487043
9	1	-50.24700787	-49.23181215	-26.10911117
10	1	-50.24700787	-47.18048665	-24.65860499
11	1	-48.99083267	-47.18048665	-26.83436426
12	1	-42.70995669	-49.23181215	-26.10911117
13	1	-43.96613189	-49.23181215	-28.28487043
14	1	-41.45378149	-49.23181215	-28.28487043
15	1	-45.22230708	-49.23181215	-26.10911117
16	1	-45.22230708	-47.18048665	-24.65860499
17	1	-46.47848228	-47.18048665	-26.83436426
18	1	-43.96613189	-47.18048665	-26.83436426
19	1	-47.73465748	-47.18048665	-24.65860499
20	1	-48.99083267	-45.12916114	-25.38385808
21	1	-46.47848228	-45.12916114	-25.38385808
22	1	-48.99083267	-43.07783564	-23.9333519
23	1	-37.6852559	-49.23181215	-26.10911117
24	1	-38.9414311	-49.23181215	-28.28487043
25	1	-40.1976063	-49.23181215	-26.10911117
26	1	-40.1976063	-47.18048665	-24.65860499
27	1	-41.45378149	-47.18048665	-26.83436426
28	1	-38.9414311	-47.18048665	-26.83436426
29	1	-42.70995669	-47.18048665	-24.65860499
30	1	-43.96613189	-45.12916114	-25.38385808
31	1	-41.45378149	-45.12916114	-25.38385808
32	1	-46.47848228	-43.07783564	-23.9333519
33	1	-43.96613189	-43.07783564	-23.9333519
34	1	-37.6852559	-47.18048665	-24.65860499
35	1	-38.9414311	-45.12916114	-25.38385808
36	1	-41.45378149	-43.07783564	-23.9333519
37	1	-38.9414311	-43.07783564	-23.9333519
38	1	-50.24700787	-49.23181215	-30.4606297
39	1	-48.99083267	-49.23181215	-32.63638896
40	1	-45.22230708	-49.23181215	-30.4606297
41	1	-46.47848228	-49.23181215	-32.63638896
42	1	-43.96613189	-49.23181215	-32.63638896
43	1	-47.73465748	-49.23181215	-30.4606297
44	1	-47.73465748	-47.18048665	-29.01012352
45	1	-48.99083267	-47.18048665	-31.18588278
46	1	-46.47848228	-47.18048665	-31.18588278
47	1	-50.24700787	-47.18048665	-29.01012352
48	1	-50.24700787	-45.12916114	-27.55961734
49	1	-48.99083267	-45.12916114	-29.73537661
50	1	-40.1976063	-49.23181215	-30.4606297
51	1	-41.45378149	-49.23181215	-32.63638896
52	1	-38.9414311	-49.23181215	-32.63638896
53	1	-42.70995669	-49.23181215	-30.4606297
54	1	-42.70995669	-47.18048665	-29.01012352
55	1	-43.96613189	-47.18048665	-31.18588278
56	1	-41.45378149	-47.18048665	-31.18588278
57	1	-45.22230708	-47.18048665	-29.01012352
58	1	-45.22230708	-45.12916114	-27.55961734
59	1	-46.47848228	-45.12916114	-29.73537661
60	1	-43.96613189	-45.12916114	-29.73537661
61	1	-47.73465748	-45.12916114	-27.55961734
62	1	-47.73465748	-43.07783564	-26.10911117
63	1	-48.99083267	-43.07783564	-28.28487043
64	1	-46.47848228	-43.07783564	-28.28487043
65	1	-50.24700787	-43.07783564	-26.10911117
66	1	-50.24700787	-41.02651013	-24.65860499
67	1	-48.99083267	-41.02651013	-26.83436426
68	1	-37.6852559	-49.23181215	-30.4606297
69	1	-37.6852559	-47.18048665	-29.01012352
70	1	-38.9414311	-47.18048665	-31.18588278
71	1	-40.1976063	-47.18048665	-29.01012352
72	1	-40.1976063	-45.12916114	-27.55961734
73	1	-41.45378149	-45.12916114	-29.73537661
74	1	-38.9414311	-45.12916114	-29.73537661
75	1	-42.70995669	-45.12916114	-27.55961734
76	1	-42.70995669	-43.07783564	-26.10911117
77	1	-43.96613189	-43.07783564	-28.28487043
78	1	-41.45378149	-43.07783564	-28.28487043
79	1	-45.22230708	-43.07783564	-26.10911117
80	1	-45.22230708	-41.02651013	-24.65860499
81	1	-46.47848228	-41.02651013	-26.83436426
82	1	-43.96613189	-41.02651013	-26.83436426
83	1	-47.73465748	-41.02651013	-24.65860499
84	1	-48.99083267	-38.97518462	-25.38385808
85	1	-46.47848228	-38.97518462	-25.38385808
